user_id,total_number_of_sessions,total_page_clicks,avg_page_clicks,flights_booked_and_not_cancelled,hotels_booked_and_not_cancelled,total_cancellations,total_trips,avg_checked_bags,avg_seats,pct_discounted_flights,pct_discounted_hotels,avg_flights_discount,avg_hotel_discount,avg_flights_spending,avg_hotel_spending,avg_nights_spend,avg_rooms_taken,avg_return_flight_booked,avg_session_duration,avg_time_to_flight,avg_trip_duration,distinct_airlines,age,gender,married,has_children,home_country,home_city,home_airport,sign_up_date,latest_session,earliest_session,avg_distance_flown,perc_of_domestic_flights,perc_of_flights_without_hotels,perc_of_hotels_without_flights
444387,6,75,12.5,1,0,0,1,,,33.333333333333336,0.0,0.15,,907.52,,,,0.16666666666666666,92.666667,31540465.0,1641600.0,1,47,F,1,0,usa,cincinnati,LUK,2022-12-02,2023-07-04 20:45:35.000000,2023-01-07 15:45:00,,0.16666666666666666,0.16666666666666666,0.0
444885,8,137,17.125,1,1,0,1,,,12.5,25.0,0.1,0.075,469.48,111.0,3.0,1.0,0.125,127.125,491835.0,345600.0,1,34,F,1,0,usa,amarillo,AMA,2022-12-02,2023-07-15 16:28:29.000000,2023-01-06 02:07:00,,0.125,0.0,0.0
445351,8,113,14.125,4,3,0,4,,,0.0,12.5,,0.2,240.5275,109.0,3.6666666666666665,1.0,0.5,106.25,468794.25,345600.0,3,54,F,1,1,usa,des moines,DSM,2022-12-02,2023-07-15 21:39:08.000000,2023-01-06 18:14:00,,0.5,0.125,0.0
445515,8,121,15.125,2,2,0,2,,,0.0,12.5,,0.1,685.47,171.0,2.0,1.0,0.25,111.875,836023.5,345600.0,2,41,F,0,0,canada,toronto,YZD,2022-12-02,2023-07-03 20:49:04.000000,2023-01-07 12:54:00,,0.25,0.0,0.0
446124,7,125,17.857142857142858,4,4,0,4,,,0.0,14.285714285714286,,0.2,391.775,163.5,3.25,1.0,0.5714285714285714,133.714286,577814.25,367200.0,4,46,F,0,0,usa,new york,LGA,2022-12-02,2023-06-18 21:40:21.000000,2023-01-09 20:55:00,,0.5714285714285714,0.0,0.0
446138,8,385,48.125,2,3,1,3,0.0,1.0,37.5,12.5,0.18333333333333332,0.15,209.48,199.33333333333334,6.0,1.0,0.25,1071.375,663009.0,259200.0,2,41,F,1,0,usa,houston,IAH,2022-12-02,2023-07-07 23:19:26.000000,2023-01-14 19:26:00,10.619744818026467,0.25,0.0,0.125
446473,7,102,14.571428571428571,2,1,0,2,,,42.857142857142854,57.142857142857146,0.15,0.1125,453.46,169.0,2.0,1.0,0.2857142857142857,108.714286,415242.5,475200.0,2,50,F,1,0,usa,san diego,NZY,2022-12-03,2023-07-12 15:18:23.000000,2023-01-12 13:13:00,,0.2857142857142857,0.14285714285714285,0.0
446933,8,164,20.5,4,4,0,4,0.0,1.0,37.5,0.0,0.26666666666666666,,314.88,118.25,1.5,1.25,0.5,152.5,469003.25,216000.0,4,48,M,0,0,canada,toronto,YTZ,2022-12-03,2023-06-22 21:14:59.000000,2023-01-08 06:20:00,,0.5,0.0,0.0
447053,8,143,17.875,2,2,0,2,,,12.5,12.5,0.2,0.05,442.37,72.0,2.5,1.0,0.25,133.5,588110.5,345600.0,2,39,F,0,1,usa,riverside,RAL,2022-12-03,2023-06-18 19:04:12.000000,2023-01-05 21:46:00,,0.25,0.0,0.0
447591,8,144,18.0,1,1,0,1,,,12.5,0.0,0.15,,245.0,229.0,1.0,1.0,0.125,134.0,578738.0,172800.0,1,24,M,0,0,canada,winnipeg,YWG,2022-12-03,2023-05-17 02:00:19.000000,2023-01-04 18:26:00,,0.125,0.0,0.0
447737,7,99,14.142857142857142,2,1,0,2,,,14.285714285714286,0.0,0.15,,860.095,51.0,2.0,2.0,0.2857142857142857,105.714286,783562.5,216000.0,2,43,F,0,0,canada,calgary,YYC,2022-12-03,2023-04-08 05:37:15.000000,2023-01-06 18:45:00,,0.2857142857142857,0.14285714285714285,0.0
447951,8,189,23.625,2,2,0,2,,,12.5,0.0,0.15,,93.205,268.0,1.5,1.0,0.25,176.375,665095.5,259200.0,2,44,F,0,0,usa,columbus,LCK,2022-12-03,2023-03-11 19:30:19.000000,2023-01-04 20:35:00,,0.25,0.0,0.0
448025,8,95,11.875,1,1,0,1,,,0.0,0.0,,,147.12,152.0,4.0,1.0,0.125,88.5,731616.0,432000.0,1,31,F,0,0,canada,montreal,YHU,2022-12-03,2023-07-18 22:42:15.000000,2023-01-20 18:43:00,,0.125,0.0,0.0
448154,8,134,16.75,2,1,0,2,,,25.0,12.5,0.15,0.05,1416.8,129.0,7.0,2.0,0.25,124.125,560507.5,432000.0,1,57,F,0,0,usa,los angeles,LAX,2022-12-04,2023-03-30 19:22:47.000000,2023-01-09 19:03:00,,0.25,0.125,0.0
448295,7,112,16.0,1,1,0,1,,,14.285714285714286,14.285714285714286,0.05,0.05,243.69,112.0,2.0,1.0,0.14285714285714285,119.285714,386293.0,259200.0,1,53,M,1,0,usa,lubbock,LBB,2022-12-04,2023-06-19 21:13:27.000000,2023-01-29 19:38:00,,0.14285714285714285,0.0,0.0
448467,9,114,12.666666666666666,0,2,0,2,,,33.333333333333336,22.22222222222222,0.1,0.075,,260.5,9.5,1.0,0.0,93.666667,,,0,39,F,0,0,canada,halifax,YAW,2022-12-04,2023-05-20 19:56:29.000000,2023-01-05 08:44:00,,0.0,0.0,0.2222222222222222
448564,8,180,22.5,4,5,0,5,,,0.0,25.0,,0.075,394.1925,130.2,2.0,1.0,0.375,166.625,579844.0,259200.0,4,50,F,0,0,usa,colorado springs,COS,2022-12-04,2023-05-16 12:15:20.000000,2023-01-04 17:04:00,,0.5,0.0,0.125
449033,7,184,26.285714285714285,3,3,0,3,,,14.285714285714286,14.285714285714286,0.15,0.2,320.75666666666666,152.33333333333334,3.6666666666666665,1.0,0.42857142857142855,192.0,747868.333333,432000.0,3,42,F,0,0,usa,san diego,NZY,2022-12-04,2023-05-19 03:44:51.000000,2023-01-13 16:36:00,,0.42857142857142855,0.0,0.0
449326,8,214,26.75,2,2,0,2,,,37.5,12.5,0.1,0.1,646.53,97.5,3.5,1.0,0.25,198.875,628596.5,475200.0,2,40,F,0,0,canada,halifax,YAW,2022-12-04,2023-06-28 17:23:07.000000,2023-01-06 18:28:00,,0.25,0.0,0.0
449619,8,150,18.75,3,3,0,3,,,12.5,25.0,0.05,0.225,348.8433333333333,153.33333333333334,5.333333333333333,1.0,0.375,139.125,584695.0,547200.0,3,37,F,0,0,usa,cleveland,CLE,2022-12-04,2023-06-23 22:30:13.000000,2023-01-18 13:48:00,,0.375,0.0,0.0
449804,8,135,16.875,3,3,0,3,,,12.5,0.0,0.15,,481.13666666666666,226.33333333333334,1.6666666666666667,1.0,0.375,125.875,569158.0,259200.0,3,43,F,1,0,usa,tacoma,TCM,2022-12-04,2023-06-29 20:07:28.000000,2023-01-09 13:49:00,,0.375,0.0,0.0
449980,8,121,15.125,1,1,1,1,0.0,1.0,25.0,0.0,0.1,,224.77,535.0,13.0,1.0,0.125,179.25,10916323.0,1296000.0,1,19,F,0,0,canada,winnipeg,YAV,2022-12-05,2023-06-02 16:46:17.000000,2023-01-04 22:48:00,17.020913841506864,0.125,0.0,0.0
450164,8,195,24.375,4,4,0,4,,,0.0,12.5,,0.05,348.3775,112.0,3.25,1.5,0.5,182.0,539345.75,432000.0,4,38,F,1,0,usa,phoenix,PHX,2022-12-05,2023-07-19 20:57:33.000000,2023-01-05 06:09:00,,0.5,0.0,0.0
450193,7,142,20.285714285714285,1,1,0,1,1.0,1.0,14.285714285714286,14.285714285714286,0.1,0.1,616.77,395.0,15.0,1.0,0.14285714285714285,150.714286,641348.0,1382400.0,1,36,F,0,0,canada,montreal,YUL,2022-12-05,2023-06-15 16:21:14.000000,2023-01-07 22:50:00,,0.14285714285714285,0.0,0.0
450305,8,139,17.375,2,3,0,3,0.0,1.0,25.0,12.5,0.125,0.1,193.36,148.33333333333334,3.6666666666666665,1.0,0.25,128.875,431804.5,432000.0,2,40,F,0,0,usa,fayetteville,FYV,2022-12-05,2023-06-07 20:37:01.000000,2023-01-07 17:43:00,,0.25,0.0,0.125
450615,8,139,17.375,4,3,0,4,0.0,1.0,25.0,0.0,0.075,,306.25,102.66666666666667,5.0,1.0,0.5,129.875,774632.75,410400.0,4,45,F,0,0,usa,kansas city,MCI,2022-12-05,2023-07-13 18:30:41.000000,2023-01-12 15:15:00,,0.5,0.125,0.0
451291,9,146,16.22222222222222,4,1,0,4,1.0,2.0,44.44444444444444,22.22222222222222,0.1125,0.125,934.59,182.0,1.0,1.0,0.4444444444444444,119.777778,6011384.75,475200.0,3,56,F,1,0,usa,st. louis,STL,2022-12-05,2023-04-27 19:47:19.000000,2023-01-20 15:26:00,,0.3333333333333333,0.3333333333333333,0.0
451674,9,93,10.333333333333334,0,0,0,0,,,33.333333333333336,11.11111111111111,0.13333333333333333,0.05,,,,,0.0,77.555556,,,0,25,F,0,1,usa,san francisco,SFO,2022-12-05,2023-07-18 18:19:39.000000,2023-01-13 16:01:00,,0.0,0.0,0.0
452034,8,343,42.875,2,2,2,3,,,0.0,12.5,,0.05,715.775,210.0,5.0,1.5,0.25,1159.75,12437770.333333,720000.0,2,51,F,0,0,usa,cleveland,CLE,2022-12-06,2023-06-03 05:16:24.000000,2023-01-07 19:38:00,84.62907851323916,0.125,0.125,0.125
452532,8,355,44.375,3,1,1,3,1.0,1.0,12.5,12.5,0.25,0.15,432.3466666666667,89.0,8.0,1.0,0.375,1083.375,510666.0,475200.0,3,34,F,0,0,usa,el paso,ELP,2022-12-06,2023-07-03 20:53:09.000000,2023-01-05 14:56:00,33.774497627647996,0.375,0.25,0.0
452594,8,181,22.625,3,4,0,4,1.0,1.0,12.5,0.0,0.1,,351.6766666666667,152.25,5.25,1.25,0.375,166.75,718066.333333,489600.0,3,45,F,0,1,usa,las vegas,LSV,2022-12-06,2023-06-25 12:41:52.000000,2023-01-14 19:29:00,,0.375,0.0,0.125
452612,8,279,34.875,2,2,1,2,,,25.0,25.0,0.075,0.1,453.54,150.5,3.5,1.0,0.25,846.110514,1058043.038628,403200.0,2,44,F,1,1,usa,rochester,ROC,2022-12-06,2023-07-04 19:22:55.000000,2023-01-04 06:14:00,40.89285082994337,0.25,0.0,0.0
453143,7,98,14.0,3,4,0,4,,,14.285714285714286,42.857142857142854,0.1,0.06666666666666667,374.80333333333334,141.0,3.75,1.0,0.2857142857142857,104.857143,660865.0,216000.0,3,47,F,0,0,usa,houston,HOU,2022-12-06,2023-06-25 15:44:05.000000,2023-01-05 04:34:00,,0.42857142857142855,0.0,0.14285714285714285
453168,9,124,13.777777777777779,4,3,0,4,1.0,1.0,22.22222222222222,0.0,0.075,,340.4625,76.66666666666667,3.0,1.0,0.3333333333333333,103.555556,506478.0,230400.0,4,47,F,1,0,usa,new york,LGA,2022-12-06,2023-07-14 15:47:02.000000,2023-01-10 17:16:00,,0.4444444444444444,0.1111111111111111,0.0
454264,8,149,18.625,1,0,0,1,,,37.5,12.5,0.1,0.1,733.54,,,,0.125,137.625,415131.0,0.0,1,50,F,0,1,usa,new york,JFK,2022-12-07,2023-04-06 19:37:12.000000,2023-01-07 12:56:00,,0.125,0.125,0.0
454430,8,118,14.75,2,3,0,3,,,12.5,25.0,0.1,0.075,1249.595,176.33333333333334,2.3333333333333335,2.0,0.25,110.375,680481.5,302400.0,2,39,F,1,0,canada,vancouver,YVR,2022-12-07,2023-06-08 08:37:35.000000,2023-01-10 10:34:00,,0.25,0.0,0.125
454616,8,108,13.5,1,1,0,1,,,37.5,0.0,0.15,,495.69,403.0,2.0,1.0,0.125,101.25,731096.0,259200.0,1,46,F,1,0,usa,los angeles,LAX,2022-12-07,2023-06-15 21:13:44.000000,2023-01-16 05:07:00,,0.125,0.0,0.0
454661,7,109,15.571428571428571,2,2,0,2,0.0,1.0,14.285714285714286,0.0,0.15,,510.27,202.0,2.0,1.0,0.2857142857142857,116.428571,548804.0,388800.0,1,47,F,0,0,usa,louisville,LOU,2022-12-07,2023-05-10 17:55:51.000000,2023-01-06 16:47:00,,0.2857142857142857,0.0,0.0
454920,8,134,16.75,5,5,0,5,1.0,1.0,12.5,37.5,0.3,0.1,1007.84,151.0,3.8,1.6,0.5,124.5,822600.4,280800.0,5,39,F,1,0,usa,new york,LGA,2022-12-07,2023-06-25 07:31:38.000000,2023-01-10 18:24:00,,0.625,0.0,0.0
454934,8,215,26.875,3,3,1,3,,,0.0,0.0,,,302.03,152.33333333333334,2.0,1.0,0.375,638.055131,548915.389739,302400.0,3,43,F,1,0,usa,tacoma,TCM,2022-12-07,2023-06-15 13:12:34.000000,2023-01-06 17:07:00,9.344116437630687,0.375,0.0,0.0
454955,8,82,10.25,1,1,0,1,,,0.0,12.5,,0.1,481.34,268.0,3.0,1.0,0.125,76.875,1074997.0,345600.0,1,52,F,1,0,usa,san diego,NZY,2022-12-07,2023-07-10 14:37:01.000000,2023-01-04 14:20:00,,0.125,0.0,0.0
456226,7,96,13.714285714285714,4,3,0,4,,,0.0,14.285714285714286,,0.1,1447.92,83.0,5.666666666666667,1.0,0.5714285714285714,103.714286,5389242.5,820800.0,4,49,F,0,0,usa,houston,IAH,2022-12-08,2023-07-08 20:29:50.000000,2023-01-05 05:57:00,,0.42857142857142855,0.14285714285714285,0.0
456318,8,120,15.0,1,1,0,1,,,25.0,0.0,0.125,,347.66,151.0,2.0,1.0,0.125,112.375,664773.0,259200.0,1,31,F,0,0,usa,los angeles,LAX,2022-12-08,2023-05-14 10:37:02.000000,2023-01-07 18:49:00,,0.125,0.0,0.0
456663,9,92,10.222222222222221,2,2,0,2,2.0,1.0,22.22222222222222,0.0,0.125,,427.695,186.0,2.0,1.0,0.2222222222222222,76.444444,752922.5,259200.0,1,39,F,1,1,usa,new york,LGA,2022-12-08,2023-07-16 14:42:23.000000,2023-01-04 16:02:00,,0.2222222222222222,0.0,0.0
456671,8,109,13.625,1,1,0,1,,,25.0,12.5,0.125,0.15,392.49,160.0,1.0,1.0,0.125,101.625,460756.0,172800.0,1,39,F,0,0,usa,san antonio,SAT,2022-12-08,2023-06-28 13:44:35.000000,2023-01-07 21:30:00,,0.125,0.0,0.0
457468,8,146,18.25,2,4,0,4,3.0,3.0,37.5,12.5,0.2,0.1,183.47,139.75,4.5,1.5,0.25,136.5,607908.0,432000.0,2,42,F,1,0,usa,phoenix,LUF,2022-12-08,2023-06-12 18:16:32.000000,2023-01-14 21:33:00,,0.25,0.0,0.25
457599,8,150,18.75,4,4,0,5,0.5,1.0,25.0,25.0,0.125,0.075,220.73,249.75,2.5,1.0,0.375,140.5,563557.5,259200.0,4,40,F,1,0,usa,columbus,LCK,2022-12-08,2023-06-22 21:32:28.000000,2023-01-05 18:53:00,,0.5,0.125,0.125
457967,8,98,12.25,0,0,0,0,,,12.5,0.0,0.1,,,,,,0.0,91.875,,,0,22,F,0,0,usa,colorado springs,COS,2022-12-09,2023-06-10 20:56:38.000000,2023-01-09 09:06:00,,0.0,0.0,0.0
458479,4,131,32.75,1,2,0,2,1.0,1.0,25.0,25.0,0.1,0.1,441.3,202.0,7.0,1.0,0.25,247.25,555567.0,172800.0,1,46,F,0,0,usa,chicago,UGN,2022-12-09,2023-03-12 22:09:51.000000,2023-01-16 14:35:00,,0.25,0.0,0.25
458688,9,239,26.555555555555557,2,1,0,2,0.0,1.0,33.333333333333336,11.11111111111111,0.18333333333333332,0.05,63.84,238.0,10.0,1.0,0.2222222222222222,197.333333,666123.5,691200.0,2,44,F,0,0,usa,cleveland,CLE,2022-12-09,2023-07-13 16:38:39.000000,2023-01-07 16:18:00,,0.2222222222222222,0.1111111111111111,0.0
458725,8,65,8.125,0,0,0,0,,,25.0,25.0,0.15,0.1,,,,,0.0,61.125,,,0,19,F,0,0,usa,montgomery,MXF,2022-12-09,2023-06-02 13:52:21.000000,2023-01-09 21:33:00,,0.0,0.0,0.0
458762,9,110,12.222222222222221,3,1,0,4,,,11.11111111111111,11.11111111111111,0.3,0.05,240.24,85.0,5.0,1.0,0.3333333333333333,91.666667,549392.0,144000.0,2,41,F,1,1,canada,montreal,YHU,2022-12-09,2023-06-23 17:05:05.000000,2023-01-18 20:36:00,,0.3333333333333333,0.3333333333333333,0.1111111111111111
458814,8,112,14.0,3,3,0,4,0.0,2.0,50.0,12.5,0.1,0.25,216.54666666666665,177.0,4.333333333333333,1.6666666666666667,0.25,103.375,688231.0,259200.0,3,34,F,0,0,usa,oklahoma city,OKC,2022-12-09,2023-05-02 20:26:21.000000,2023-01-09 21:15:00,,0.375,0.125,0.125
458855,9,148,16.444444444444443,2,2,0,2,,,11.11111111111111,11.11111111111111,0.1,0.1,415.33,137.0,1.5,1.5,0.2222222222222222,122.444444,570428.5,216000.0,2,31,F,1,1,usa,tucson,TUS,2022-12-09,2023-07-16 19:05:30.000000,2023-01-05 11:34:00,,0.2222222222222222,0.0,0.0
458919,7,89,12.714285714285714,1,1,0,1,,,0.0,14.285714285714286,,0.05,728.66,160.0,1.0,1.0,0.14285714285714285,94.428571,421128.0,259200.0,1,38,F,0,0,usa,fresno,FAT,2022-12-09,2023-05-31 20:42:07.000000,2023-01-13 17:57:00,,0.14285714285714285,0.0,0.0
459229,8,99,12.375,4,3,0,4,0.5,1.0,25.0,12.5,0.175,0.1,886.5475,155.33333333333334,6.333333333333333,2.0,0.5,91.5,568120.5,583200.0,3,43,F,1,0,usa,new york,LGA,2022-12-09,2023-04-25 12:07:26.000000,2023-01-11 08:55:00,,0.5,0.125,0.0
459486,9,125,13.88888888888889,2,1,0,2,,,11.11111111111111,11.11111111111111,0.05,0.15,440.595,275.0,3.0,1.0,0.2222222222222222,102.888889,646239.5,259200.0,2,30,F,0,0,usa,st. petersburg,SPG,2022-12-09,2023-06-21 14:44:43.000000,2023-01-12 19:12:00,,0.2222222222222222,0.1111111111111111,0.0
459645,9,103,11.444444444444445,1,1,0,1,,,11.11111111111111,0.0,0.15,,695.78,119.0,5.0,2.0,0.1111111111111111,85.888889,668516.0,518400.0,1,31,F,0,0,usa,wichita,ICT,2022-12-09,2023-04-06 22:56:52.000000,2023-01-09 17:34:00,,0.1111111111111111,0.0,0.0
460072,7,101,14.428571428571429,0,1,0,1,,,57.142857142857146,28.571428571428573,0.1375,0.1,,138.0,7.0,1.0,0.0,106.142857,,,0,50,M,0,0,usa,kansas city,MCI,2022-12-10,2023-05-09 08:58:14.000000,2023-01-05 16:19:00,,0.0,0.0,0.14285714285714285
460181,8,97,12.125,1,2,0,2,0.0,1.0,12.5,0.0,0.05,,223.42,193.0,5.0,1.5,0.125,90.25,827144.0,259200.0,1,67,F,1,0,usa,st. louis,STL,2022-12-10,2023-05-20 08:34:16.000000,2023-01-06 19:10:00,,0.125,0.0,0.125
460553,8,252,31.5,1,3,0,3,,,0.0,0.0,,,513.07,121.66666666666667,8.666666666666666,1.0,0.125,234.375,733753.0,518400.0,1,56,F,1,1,usa,laredo,LRD,2022-12-10,2023-06-16 23:12:06.000000,2023-01-06 20:27:00,,0.125,0.0,0.25
460625,9,264,29.333333333333332,3,5,1,5,0.0,1.0,11.11111111111111,11.11111111111111,0.15,0.05,299.3433333333333,122.8,6.0,1.2,0.3333333333333333,511.283591,655524.666667,432000.0,2,48,F,1,1,usa,baltimore,BWI,2022-12-10,2023-06-28 04:49:27.000000,2023-01-07 14:36:00,,0.3333333333333333,0.0,0.2222222222222222
461559,8,168,21.0,4,3,0,4,,,0.0,50.0,,0.0875,288.9675,108.0,3.6666666666666665,1.0,0.5,157.5,550780.75,302400.0,4,34,F,0,0,canada,victoria,YYJ,2022-12-10,2023-07-16 06:59:17.000000,2023-01-05 18:45:00,,0.5,0.125,0.0
461744,9,108,12.0,1,2,0,2,,,33.333333333333336,0.0,0.08333333333333333,,201.15,124.5,4.0,1.0,0.1111111111111111,89.444444,757978.0,345600.0,1,32,F,0,0,usa,new york,LGA,2022-12-11,2023-04-04 15:43:55.000000,2023-01-18 14:25:00,,0.1111111111111111,0.0,0.1111111111111111
461791,9,110,12.222222222222221,3,2,0,3,0.0,3.0,11.11111111111111,22.22222222222222,0.2,0.15,485.6,287.5,2.5,1.0,0.3333333333333333,90.333333,796996.333333,316800.0,2,52,F,1,1,usa,boston,BOS,2022-12-11,2023-06-18 05:11:30.000000,2023-01-07 19:12:00,,0.3333333333333333,0.1111111111111111,0.0
462127,8,202,25.25,2,1,0,2,,,37.5,12.5,0.11666666666666667,0.1,429.95,112.0,1.0,1.0,0.25,187.25,569285.0,172800.0,1,42,F,1,0,usa,houston,HOU,2022-12-11,2023-07-13 15:35:13.000000,2023-01-27 21:42:00,,0.25,0.125,0.0
462456,6,95,15.833333333333334,3,1,0,3,0.0,1.0,33.333333333333336,0.0,0.125,,355.85,108.0,2.0,1.0,0.5,115.333333,867463.333333,230400.0,3,41,F,0,1,canada,toronto,YKZ,2022-12-11,2023-06-19 23:57:08.000000,2023-01-23 18:24:00,,0.5,0.3333333333333333,0.0
462894,9,136,15.11111111111111,1,0,0,1,,,0.0,11.11111111111111,,0.15,490.43,,,,0.1111111111111111,112.111111,731266.0,432000.0,1,52,F,0,0,usa,columbus,LCK,2022-12-11,2023-06-09 20:51:47.000000,2023-01-13 19:51:00,,0.1111111111111111,0.1111111111111111,0.0
463652,7,64,9.142857142857142,0,0,0,0,,,28.571428571428573,28.571428571428573,0.15,0.1,,,,,0.0,67.142857,,,0,39,F,1,0,canada,montreal,YHU,2022-12-12,2023-05-31 15:30:57.000000,2023-01-22 16:13:00,,0.0,0.0,0.0
463698,8,145,18.125,4,4,0,4,,,0.0,25.0,,0.075,195.5125,114.75,2.0,1.0,0.5,135.5,716891.75,302400.0,4,39,F,0,0,usa,atlanta,ATL,2022-12-12,2023-07-19 15:21:52.000000,2023-01-04 21:34:00,,0.5,0.0,0.0
463783,9,86,9.555555555555555,3,2,0,4,,,22.22222222222222,0.0,0.1,,305.8233333333333,369.0,4.5,1.0,0.3333333333333333,72.555556,661700.666667,316800.0,3,51,F,0,0,usa,st. louis,STL,2022-12-12,2023-06-15 00:43:07.000000,2023-01-10 17:55:00,,0.3333333333333333,0.2222222222222222,0.1111111111111111
463867,8,125,15.625,2,2,0,2,,,25.0,12.5,0.1,0.05,250.755,137.5,1.0,1.0,0.25,118.25,590353.5,216000.0,2,32,F,0,0,usa,detroit,DTW,2022-12-12,2023-07-19 13:07:51.000000,2023-01-13 03:46:00,,0.25,0.0,0.0
463910,6,105,17.5,3,3,0,3,,,16.666666666666668,16.666666666666668,0.05,0.05,614.7033333333334,174.33333333333334,3.0,1.3333333333333333,0.5,130.166667,1004361.666667,374400.0,2,45,F,0,0,usa,phoenix,PHX,2022-12-12,2023-05-22 02:39:13.000000,2023-01-09 12:17:00,,0.5,0.0,0.0
464080,8,118,14.75,1,1,0,1,,,25.0,12.5,0.125,0.05,126.7,120.0,5.0,1.0,0.125,109.125,463723.0,518400.0,1,72,F,1,0,canada,quebec,YQB,2022-12-12,2023-06-11 08:22:30.000000,2023-01-07 21:09:00,,0.125,0.0,0.0
464160,8,55,6.875,1,2,0,2,1.0,1.0,12.5,0.0,0.1,,705.31,135.5,8.5,1.0,0.125,52.0,767684.0,604800.0,1,50,F,1,1,usa,los angeles,LAX,2022-12-12,2023-07-02 14:45:16.000000,2023-01-04 09:21:00,,0.125,0.0,0.125
464239,8,143,17.875,3,3,0,3,,,25.0,12.5,0.275,0.1,275.01666666666665,147.0,2.3333333333333335,1.0,0.375,132.375,601005.0,345600.0,2,50,F,0,0,usa,columbus,CMH,2022-12-12,2023-07-20 15:14:50.000000,2023-01-20 01:47:00,,0.375,0.0,0.0
464542,8,141,17.625,1,1,0,1,,,25.0,37.5,0.125,0.1,680.4,166.0,1.0,1.0,0.125,131.125,726077.0,172800.0,1,26,F,0,1,canada,toronto,YZD,2022-12-12,2023-07-11 18:18:56.000000,2023-01-14 10:12:00,,0.125,0.0,0.0
464597,8,60,7.5,0,1,0,1,,,0.0,12.5,,0.1,,227.0,9.0,3.0,0.0,56.375,,,0,60,F,1,1,usa,richmond,RIC,2022-12-12,2023-06-13 14:10:21.000000,2023-01-08 16:35:00,,0.0,0.0,0.125
464614,8,392,49.0,3,4,1,4,0.0,1.0,12.5,0.0,0.05,,465.06,115.0,3.5,1.0,0.375,1138.875,570701.333333,374400.0,3,39,F,0,0,canada,calgary,YYC,2022-12-12,2023-04-17 21:46:29.000000,2023-01-06 04:40:00,,0.375,0.0,0.125
464673,8,124,15.5,3,2,0,4,2.0,3.0,12.5,0.0,0.15,,402.7266666666667,193.0,5.0,2.5,0.375,115.125,683795.0,403200.0,3,51,M,1,1,usa,louisville,LOU,2022-12-12,2023-07-06 14:01:04.000000,2023-01-14 06:02:00,,0.375,0.25,0.125
464782,8,96,12.0,1,2,0,2,,,0.0,12.5,,0.05,52.17,113.0,2.0,1.0,0.125,90.125,403654.0,172800.0,1,49,F,1,1,usa,boston,BOS,2022-12-12,2023-06-20 11:43:40.000000,2023-01-09 20:36:00,,0.125,0.0,0.125
464855,8,234,29.25,2,2,1,2,1.0,1.0,37.5,0.0,0.08333333333333333,,2560.15,214.0,9.0,1.0,0.25,1002.0,10560443.333333,950400.0,2,30,F,0,1,canada,victoria,YYJ,2022-12-12,2023-07-10 22:52:17.000000,2023-01-17 19:54:00,226.70973802199146,0.125,0.0,0.0
465138,6,71,11.833333333333334,2,2,0,2,,,16.666666666666668,33.333333333333336,0.05,0.125,175.01,203.0,4.0,1.0,0.3333333333333333,89.166667,587928.5,475200.0,2,38,F,0,0,usa,birmingham,BHM,2022-12-12,2023-05-18 13:30:25.000000,2023-01-05 05:07:00,,0.3333333333333333,0.0,0.0
465343,8,109,13.625,2,2,0,2,1.0,1.0,37.5,12.5,0.08333333333333333,0.15,864.295,319.5,3.0,1.5,0.25,101.625,718768.0,388800.0,2,54,F,1,1,usa,los angeles,LAX,2022-12-12,2023-05-27 18:49:14.000000,2023-01-08 16:33:00,,0.25,0.0,0.0
465531,8,98,12.25,2,2,0,2,,,12.5,25.0,0.15,0.1,202.855,109.5,3.5,1.0,0.25,91.875,621825.5,475200.0,1,35,F,1,0,usa,newark,EWR,2022-12-12,2023-07-02 18:34:10.000000,2023-01-16 10:25:00,,0.25,0.0,0.0
465568,8,90,11.25,0,1,0,1,,,37.5,25.0,0.1,0.125,,219.0,3.0,1.0,0.0,83.125,,,0,51,F,1,1,usa,el paso,BIF,2022-12-12,2023-07-16 18:20:07.000000,2023-01-05 19:24:00,,0.0,0.0,0.125
465731,8,370,46.25,3,3,1,3,,,25.0,12.5,0.125,0.05,559.24,148.33333333333334,3.6666666666666665,1.0,0.375,1057.75,568562.5,345600.0,2,57,F,0,0,usa,phoenix,LUF,2022-12-13,2023-07-21 18:38:45.000000,2023-01-07 17:33:00,39.25238643700533,0.375,0.0,0.0
466205,7,93,13.285714285714286,1,3,0,3,,,28.571428571428573,0.0,0.15,,744.16,135.33333333333334,7.0,1.0,0.14285714285714285,100.571429,902272.0,259200.0,1,40,F,1,1,usa,new york,LGA,2022-12-13,2023-07-17 21:16:26.000000,2023-01-05 19:34:00,,0.14285714285714285,0.0,0.2857142857142857
466342,8,65,8.125,0,2,0,2,,,0.0,12.5,,0.15,,181.5,12.0,1.5,0.0,60.25,,,0,18,M,0,0,canada,montreal,YUL,2022-12-13,2023-06-16 13:09:37.000000,2023-01-06 06:36:00,,0.0,0.0,0.25
466723,6,121,20.166666666666668,3,3,0,3,0.0,1.0,50.0,0.0,0.1,,185.30333333333334,190.66666666666666,2.3333333333333335,1.0,0.5,150.0,585533.0,374400.0,3,41,F,1,0,usa,louisville,LOU,2022-12-13,2023-03-17 01:58:03.000000,2023-01-05 20:57:00,,0.5,0.0,0.0
